"id","train_fitness","train_net_profit","test_net_profit","test_sharpe"
149,-684.326659837519,-27.1404507951629,245.213661712647,0.228481929015691
150,649.573761733644,858.896359475151,-466.704256031026,-0.411004298892352
151,-1781.05048648354,-1100.95175160787,753.439075328839,0.373387517911899
152,-332.562443475341,-62.8296685333244,0,0
153,-413.582511685173,-299.953719600671,-106.928347106932,-0.634148558486742
154,-559.886134895316,-362.765585286134,-259.817987506862,-0.512035421956161
155,-344.24148235893,-253.194671112058,325.462777175904,1.24080444538922
156,-200.381318773461,-85.6041766452799,-322.22042365265,-0.859944979401713
157,-239.336628645707,30.0252720584867,-56.0357007560742,-0.675519195191667
158,2980.79542259201,3465.77152069,764.030461456308,0.345748837878305
159,-510.480760176276,-385.588213293075,-83.492643615722,-0.453980518191434
160,129.115661545288,311.44823233987,575.672107757571,0.804529582888401
161,-273.954459889973,-112.971677850714,-174.211222572325,-0.546503970724734
162,-314.585509194563,-156.346039789198,73.7551171722407,0.601679077292717
163,-321.967725726125,-49.9664296779611,0,0
164,-410.91070312252,-122.894212285995,0,0
165,-674.982725694081,-386.67181010246,279.581656383518,0.288697421874813
166,-543.790270359798,-405.756534694669,-251.266028964994,-1.11100037998666
167,-459.876710413362,-158.236579322816,0,0
168,172.471588306449,455.369309770604,80.8671461105369,0.0842699046407583
169,-298.621138044735,-204.103188276287,-97.1852676467897,-0.397264946906739
170,-327.056286437224,-45.2920796699509,0,0
171,22.2645054350391,431.001456286476,1139.12123414994,0.55262566461386
172,-1042.355979067,-576.667445420226,1532.19042567445,0.736189101867829
173,-295.138592388523,-108.60751157378,-615.226562797545,-0.999092466453267
174,-1008.89002282181,-542.845564262389,0,0
175,-489.29303787517,-335.430097503657,-83.3911762008665,-0.327079262490978
176,-41.9131708926958,157.466380141275,179.939422367099,0.377218067176489
177,-1044.59956063861,-728.418247257225,503.896734478005,0.548886630804911
178,-429.955728278729,-149.881021018979,31.8419778022762,0.049958354688389
179,-316.157290486141,-232.224455793377,0,0
180,-981.693947702026,-741.829919576645,237.324560707093,0.610654638037844
181,-1128.25350499819,-850.021219087586,562.754610893255,0.608225345237122
182,-976.131599512095,-724.445530216213,-844.635666023254,-1.01538824072196
183,-254.847244601137,67.6069608192593,449.035576683047,0.394644303240233
184,-520.426375572499,-379.575445193297,-322.876829589844,-1.29218590031288
185,-5.99160765494653,49.1721575546326,-173.682491577149,-0.644156269950017
186,-747.675271514891,-366.830829986571,0,0
187,-2209.67774695223,-1412.90171655272,576.98900227738,0.367412624798126
188,-486.720128770396,-121.502962747531,-5.75891637419772,0.0283050394960061
189,332.067415519717,372.313733798983,54.2852256202696,0.161473818844066
190,-237.237830580895,-182.490638908381,35.7568895034801,0.65140052904979
191,13.8572387104068,310.68124383736,-291.337690013883,-0.907441906894226
192,-319.63922433804,-20.5281699390289,140.16821988678,0.234027767727141
193,-223.623183124915,255.774457042702,-27.232332023621,-0.0184968300670198
194,-2560.83294168164,-1918.56494176099,-78.7806095428386,-0.0633526529119735
195,-3928.52822987324,-3005.81991024014,1400.0841765709,0.470305766507428
196,-2335.95900687026,-1738.86543750953,139.850554847719,0.161532741337755
197,-337.675114603035,-210.415529554361,29.1405663757341,0.0907718083358701
198,-745.358151681879,-524.299399553282,-471.574017322535,-0.848861234034431
199,-484.365196740529,-277.232905906674,458.228765075688,0.624550155043529
200,1586.84836009353,2154.14711917403,1266.80568643189,0.809716863533184
